acct_id,category,attrib_name,attrib_value
7201065,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,32
7201065,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
7201065,LA Group H: Education Demographics,Input Ind - Education,College
7201065,LA Group B: Household Demographics,HH Marital Status,Single
7253031,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7253031,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,34
7253031,LA Group H: Education Demographics,Input Ind - Education,High School
7253031,LA Group B: Household Demographics,HH Marital Status,Married
7298569,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,50
7298569,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7298569,LA Group H: Education Demographics,Input Ind - Education,College
7298569,LA Group B: Household Demographics,HH Marital Status,Married
7340281,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7340281,LA Group H: Education Demographics,Input Ind - Education,High School
7340281,LA Group B: Household Demographics,HH Marital Status,Married
7340281,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,54
7343472,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7343472,LA Group H: Education Demographics,Input Ind - Education,College
7343472,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,48
7343472,LA Group B: Household Demographics,HH Marital Status,Married
7400696,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7400696,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
7400696,LA Group H: Education Demographics,Input Ind - Education,High School
7400696,LA Group B: Household Demographics,HH Marital Status,Single
7400708,LA Group A: Gender/Age Demographics,1st Ind - Gender,Unknown
7400708,LA Group B: Household Demographics,HH Marital Status,Inferred Single
7533726,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7533726,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,26
7533726,LA Group B: Household Demographics,HH Marital Status,Single
7551316,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7551316,LA Group H: Education Demographics,Input Ind - Education,High School
7551316,LA Group B: Household Demographics,HH Marital Status,Married
7551316,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
7553219,LA Group B: Household Demographics,HH Marital Status,Single
7553219,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7553219,LA Group H: Education Demographics,Input Ind - Education,High School
7553219,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,30
7570394,LA Group H: Education Demographics,Input Ind - Education,High School
7570394,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7570394,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,46
7570394,LA Group B: Household Demographics,HH Marital Status,Single
7575430,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7575430,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
7575430,LA Group B: Household Demographics,HH Marital Status,Married
7581693,LA Group H: Education Demographics,Input Ind - Education,High School
7581693,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7581693,LA Group B: Household Demographics,HH Marital Status,Single
7581693,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,62
7585464,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
7585464,LA Group B: Household Demographics,HH Marital Status,Inferred Single
7589120,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
7589120,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
7589120,LA Group H: Education Demographics,Input Ind - Education,High School
7589120,LA Group B: Household Demographics,HH Marital Status,Single
7593225,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
7593225,LA Group B: Household Demographics,HH Marital Status,Married
7593225,LA Group H: Education Demographics,Input Ind - Education,High School
7593225,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7600728,LA Group H: Education Demographics,Input Ind - Education,College
7600728,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7600728,LA Group B: Household Demographics,HH Marital Status,Single
7600728,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,36
7612904,LA Group B: Household Demographics,HH Marital Status,Married
7612904,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7612904,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
7617076,LA Group H: Education Demographics,Input Ind - Education,High School
7617076,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,22
7617076,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7617076,LA Group B: Household Demographics,HH Marital Status,Single
7697560,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7698386,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
7698386,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7698386,LA Group H: Education Demographics,Input Ind - Education,High School
7698386,LA Group B: Household Demographics,HH Marital Status,Single
7705946,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,44
7705946,LA Group B: Household Demographics,HH Marital Status,Single
7705946,LA Group H: Education Demographics,Input Ind - Education,Graduate School
7705946,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
7724407,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7724407,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,28
7724407,LA Group H: Education Demographics,Input Ind - Education,College
7724407,LA Group B: Household Demographics,HH Marital Status,Single
7743788,LA Group H: Education Demographics,Input Ind - Education,High School
7743788,LA Group B: Household Demographics,HH Marital Status,Single
7743788,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,26
7743788,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7768192,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
7768192,LA Group H: Education Demographics,Input Ind - Education,High School
7768192,LA Group B: Household Demographics,HH Marital Status,Married
7768192,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7791492,LA Group H: Education Demographics,Input Ind - Education,High School
7791492,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7791492,LA Group B: Household Demographics,HH Marital Status,Married
7791492,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,48
7792325,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7794492,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7794492,LA Group B: Household Demographics,HH Marital Status,Inferred Single
7796500,LA Group H: Education Demographics,Input Ind - Education,High School
7796500,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7796500,LA Group B: Household Demographics,HH Marital Status,Single
7796500,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,30
7803361,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7803361,LA Group B: Household Demographics,HH Marital Status,Married
7803361,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,50
7805375,LA Group B: Household Demographics,HH Marital Status,Married
7805375,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,54
7805375,LA Group H: Education Demographics,Input Ind - Education,High School
7805375,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7805384,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
7805384,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,28
7805384,LA Group B: Household Demographics,HH Marital Status,Single
7805713,LA Group B: Household Demographics,HH Marital Status,Single
7805713,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7805713,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,26
7805713,LA Group H: Education Demographics,Input Ind - Education,High School
7828925,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7828925,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,28
7828925,LA Group H: Education Demographics,Input Ind - Education,High School
7828925,LA Group B: Household Demographics,HH Marital Status,Single
7858564,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,32
7858564,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
7858564,LA Group B: Household Demographics,HH Marital Status,Single
7858564,LA Group H: Education Demographics,Input Ind - Education,High School
7874135,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,46
7874135,LA Group H: Education Demographics,Input Ind - Education,High School
7874135,LA Group B: Household Demographics,HH Marital Status,Single
7874135,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
7946759,LA Group B: Household Demographics,HH Marital Status,Married
7946759,LA Group H: Education Demographics,Input Ind - Education,College
7946759,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,60
7946759,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8093927,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8093927,LA Group B: Household Demographics,HH Marital Status,Single
8095322,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8095322,LA Group H: Education Demographics,Input Ind - Education,High School
8095322,LA Group B: Household Demographics,HH Marital Status,Married
8095322,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,26
8095478,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8095478,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,22
8095478,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8095478,LA Group H: Education Demographics,Input Ind - Education,High School
8096486,LA Group H: Education Demographics,Input Ind - Education,High School
8096486,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,26
8096486,LA Group B: Household Demographics,HH Marital Status,Married
8096486,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8096941,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,54
8096941,LA Group H: Education Demographics,Input Ind - Education,High School
8096941,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8096941,LA Group B: Household Demographics,HH Marital Status,Married
8096979,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8096979,LA Group B: Household Demographics,HH Marital Status,Married
8096979,LA Group H: Education Demographics,Input Ind - Education,High School
8096979,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,28
8179639,LA Group B: Household Demographics,HH Marital Status,Married
8179639,LA Group H: Education Demographics,Input Ind - Education,High School
8179639,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8179639,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,60
8183551,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8183551,LA Group B: Household Demographics,HH Marital Status,Single
8183551,LA Group H: Education Demographics,Input Ind - Education,High School
8183551,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
8184728,LA Group A: Gender/Age Demographics,1st Ind - Gender,Unknown
8184728,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8184728,LA Group H: Education Demographics,Input Ind - Education,High School
8184728,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,24
8204032,LA Group H: Education Demographics,Input Ind - Education,High School
8204032,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8204032,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8204032,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,20
8211331,LA Group H: Education Demographics,Input Ind - Education,College
8211331,LA Group B: Household Demographics,HH Marital Status,Married
8211331,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
8211331,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8235416,LA Group H: Education Demographics,Input Ind - Education,High School
8235416,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8235416,LA Group B: Household Demographics,HH Marital Status,Single
8235416,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,60
8245340,LA Group B: Household Demographics,HH Marital Status,Married
8245340,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,24
8245340,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8245340,LA Group H: Education Demographics,Input Ind - Education,High School
8283952,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,50
8283952,LA Group B: Household Demographics,HH Marital Status,Single
8283952,LA Group H: Education Demographics,Input Ind - Education,High School
8283952,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8299652,LA Group H: Education Demographics,Input Ind - Education,High School
8299652,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,48
8299652,LA Group B: Household Demographics,HH Marital Status,Married
8299652,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8299717,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,26
8299717,LA Group H: Education Demographics,Input Ind - Education,High School
8299717,LA Group B: Household Demographics,HH Marital Status,Single
8299717,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8308707,LA Group B: Household Demographics,HH Marital Status,Married
8308707,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8308707,LA Group H: Education Demographics,Input Ind - Education,College
8308707,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,18
8318208,LA Group H: Education Demographics,Input Ind - Education,College
8318208,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8318208,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,48
8318208,LA Group B: Household Demographics,HH Marital Status,Single
8356497,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,70
8356497,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8356497,LA Group B: Household Demographics,HH Marital Status,Single
8356885,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
8356885,LA Group H: Education Demographics,Input Ind - Education,High School
8356885,LA Group B: Household Demographics,HH Marital Status,Married
8356885,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8368093,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
8368093,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8368093,LA Group B: Household Demographics,HH Marital Status,Married
8378167,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
8378167,LA Group H: Education Demographics,Input Ind - Education,College
8378167,LA Group B: Household Demographics,HH Marital Status,Married
8378167,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8385922,LA Group H: Education Demographics,Input Ind - Education,College
8385922,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,26
8385922,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8385922,LA Group B: Household Demographics,HH Marital Status,Single
8450869,LA Group A: Gender/Age Demographics,1st Ind - Gender,Unknown
8460601,LA Group B: Household Demographics,HH Marital Status,Single
8460601,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8460601,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
8461341,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,62
8461341,LA Group H: Education Demographics,Input Ind - Education,High School
8461341,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8461341,LA Group B: Household Demographics,HH Marital Status,Married
8465750,LA Group H: Education Demographics,Input Ind - Education,High School
8465750,LA Group B: Household Demographics,HH Marital Status,Married
8465750,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
8465750,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8468043,LA Group B: Household Demographics,HH Marital Status,Married
8468043,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
8468043,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8468043,LA Group H: Education Demographics,Input Ind - Education,High School
8469198,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8469198,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8469596,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
8469596,LA Group H: Education Demographics,Input Ind - Education,High School
8469596,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8469596,LA Group B: Household Demographics,HH Marital Status,Married
8470764,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,44
8470764,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8470764,LA Group H: Education Demographics,Input Ind - Education,High School
8470764,LA Group B: Household Demographics,HH Marital Status,Inferred Married
8471779,LA Group H: Education Demographics,Input Ind - Education,High School
8471779,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8471779,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,22
8471779,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8472247,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8472247,LA Group B: Household Demographics,HH Marital Status,Married
8472247,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,62
8472247,LA Group H: Education Demographics,Input Ind - Education,High School
8474077,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,20
8474077,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8474077,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8474077,LA Group H: Education Demographics,Input Ind - Education,High School
8478334,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,26
8478334,LA Group B: Household Demographics,HH Marital Status,Single
8478334,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8478334,LA Group H: Education Demographics,Input Ind - Education,High School
8483229,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8483229,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8483724,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8483724,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8483724,LA Group H: Education Demographics,Input Ind - Education,High School
8483724,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,22
8485695,LA Group B: Household Demographics,HH Marital Status,Married
8485695,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8485695,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,22
8511307,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8511307,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,28
8511307,LA Group H: Education Demographics,Input Ind - Education,High School
8511307,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8514040,LA Group H: Education Demographics,Input Ind - Education,High School
8514040,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8514040,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,22
8514040,LA Group B: Household Demographics,HH Marital Status,Single
8516194,LA Group B: Household Demographics,HH Marital Status,Single
8516194,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,46
8516194,LA Group H: Education Demographics,Input Ind - Education,High School
8516194,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8518146,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8518146,LA Group B: Household Demographics,HH Marital Status,Single
8518146,LA Group H: Education Demographics,Input Ind - Education,Graduate School
8518146,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,36
8519094,LA Group B: Household Demographics,HH Marital Status,Married
8519094,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8519094,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
8519094,LA Group H: Education Demographics,Input Ind - Education,High School
8522381,LA Group H: Education Demographics,Input Ind - Education,High School
8522381,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
8522381,LA Group B: Household Demographics,HH Marital Status,Married
8522381,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8522590,LA Group H: Education Demographics,Input Ind - Education,High School
8522590,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8522590,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
8522590,LA Group B: Household Demographics,HH Marital Status,Single
8522866,LA Group B: Household Demographics,HH Marital Status,Married
8522866,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
8522866,LA Group H: Education Demographics,Input Ind - Education,High School
8522866,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8523707,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
8523707,LA Group H: Education Demographics,Input Ind - Education,High School
8523707,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8523707,LA Group B: Household Demographics,HH Marital Status,Single
8524597,LA Group B: Household Demographics,HH Marital Status,Married
8524597,LA Group H: Education Demographics,Input Ind - Education,High School
8524597,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
8524597,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8526536,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,40
8526536,LA Group B: Household Demographics,HH Marital Status,Married
8526536,LA Group H: Education Demographics,Input Ind - Education,High School
8526536,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
8527702,LA Group H: Education Demographics,Input Ind - Education,High School
8527702,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,22
8527702,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8527702,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8529231,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
8529231,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8529231,LA Group B: Household Demographics,HH Marital Status,Married
8529231,LA Group H: Education Demographics,Input Ind - Education,College
8530179,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
8530179,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8530179,LA Group H: Education Demographics,Input Ind - Education,High School
8530179,LA Group B: Household Demographics,HH Marital Status,Married
8530711,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,54
8530711,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8530711,LA Group B: Household Demographics,HH Marital Status,Married
8530711,LA Group H: Education Demographics,Input Ind - Education,High School
8533610,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,44
8533610,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8533610,LA Group B: Household Demographics,HH Marital Status,Married
8533610,LA Group H: Education Demographics,Input Ind - Education,College
8535887,LA Group H: Education Demographics,Input Ind - Education,High School
8535887,LA Group A: Gender/Age Demographics,1st Ind - Gender,Unknown
8535887,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,28
8535887,LA Group B: Household Demographics,HH Marital Status,Inferred Single
8552561,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
8552561,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8552561,LA Group B: Household Demographics,HH Marital Status,Married
8552561,LA Group H: Education Demographics,Input Ind - Education,High School
8554256,LA Group B: Household Demographics,HH Marital Status,Single
8554256,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,30
8554256,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8554256,LA Group H: Education Demographics,Input Ind - Education,High School
8560907,LA Group B: Household Demographics,HH Marital Status,Single
8560907,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8563589,LA Group B: Household Demographics,HH Marital Status,Married
8563589,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
8563589,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
