acct_id,category,attrib_name,attrib_value
102831,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
102831,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
102831,LA Group H: Education Demographics,Input Ind - Education,Graduate School
102831,LA Group B: Household Demographics,HH Marital Status,Married
102941,LA Group B: Household Demographics,HH Marital Status,Married
102941,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,64
102941,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
103194,LA Group B: Household Demographics,HH Marital Status,Married
103194,LA Group H: Education Demographics,Input Ind - Education,Graduate School
103194,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
103194,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
103502,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
103502,LA Group B: Household Demographics,HH Marital Status,Married
103502,LA Group H: Education Demographics,Input Ind - Education,College
103502,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
103733,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
103733,LA Group B: Household Demographics,HH Marital Status,Married
103733,LA Group H: Education Demographics,Input Ind - Education,Graduate School
103733,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,90
103832,LA Group H: Education Demographics,Input Ind - Education,Graduate School
103832,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
103832,LA Group B: Household Demographics,HH Marital Status,Married
103832,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,50
104129,LA Group H: Education Demographics,Input Ind - Education,College
104129,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
104129,LA Group B: Household Demographics,HH Marital Status,Married
104129,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
104228,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
104228,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
104228,LA Group B: Household Demographics,HH Marital Status,Single
104228,LA Group H: Education Demographics,Input Ind - Education,College
105097,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
105097,LA Group B: Household Demographics,HH Marital Status,Inferred Single
105097,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
105537,LA Group B: Household Demographics,HH Marital Status,Single
105537,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
105537,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
105581,LA Group H: Education Demographics,Input Ind - Education,College
105581,LA Group B: Household Demographics,HH Marital Status,Single
105581,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
105581,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
106087,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
106087,LA Group B: Household Demographics,HH Marital Status,Married
106087,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
106087,LA Group H: Education Demographics,Input Ind - Education,High School
106582,LA Group B: Household Demographics,HH Marital Status,Married
106582,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
106582,LA Group H: Education Demographics,Input Ind - Education,Graduate School
106582,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
106835,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
106835,LA Group B: Household Demographics,HH Marital Status,Married
106835,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
107198,LA Group B: Household Demographics,HH Marital Status,Single
107198,LA Group H: Education Demographics,Input Ind - Education,Graduate School
107198,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
107198,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
107429,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
107429,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
107429,LA Group B: Household Demographics,HH Marital Status,Married
107429,LA Group H: Education Demographics,Input Ind - Education,College
108452,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
108452,LA Group B: Household Demographics,HH Marital Status,Single
108452,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
108452,LA Group H: Education Demographics,Input Ind - Education,High School
108562,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
108562,LA Group B: Household Demographics,HH Marital Status,Married
108562,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
108562,LA Group H: Education Demographics,Input Ind - Education,College
109112,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
109112,LA Group H: Education Demographics,Input Ind - Education,College
109112,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
109112,LA Group B: Household Demographics,HH Marital Status,Married
109211,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
109211,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
109211,LA Group H: Education Demographics,Input Ind - Education,Graduate School
109211,LA Group B: Household Demographics,HH Marital Status,Married
109453,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
109453,LA Group B: Household Demographics,HH Marital Status,Married
109453,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
109948,LA Group B: Household Demographics,HH Marital Status,Married
109948,LA Group H: Education Demographics,Input Ind - Education,Graduate School
109948,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
109948,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
109959,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
109959,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
109959,LA Group H: Education Demographics,Input Ind - Education,College
109959,LA Group B: Household Demographics,HH Marital Status,Single
109981,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
109981,LA Group B: Household Demographics,HH Marital Status,Single
109981,LA Group H: Education Demographics,Input Ind - Education,College
109981,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,54
110091,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
110091,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,56
110091,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
110091,LA Group B: Household Demographics,HH Marital Status,Married
110091,LA Group B: Household Demographics,HH Marital Status,Married
110091,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
110091,LA Group H: Education Demographics,Input Ind - Education,Graduate School
110135,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,64
110135,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
110135,LA Group H: Education Demographics,Input Ind - Education,High School
110135,LA Group B: Household Demographics,HH Marital Status,Single
110234,LA Group H: Education Demographics,Input Ind - Education,College
110234,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,70
110234,LA Group B: Household Demographics,HH Marital Status,Married
110234,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
110256,LA Group B: Household Demographics,HH Marital Status,Married
110256,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
110256,LA Group H: Education Demographics,Input Ind - Education,College
110256,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,40
110751,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
110751,LA Group H: Education Demographics,Input Ind - Education,College
110751,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
110751,LA Group B: Household Demographics,HH Marital Status,Single
112247,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
112247,LA Group H: Education Demographics,Input Ind - Education,High School
112247,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
112247,LA Group B: Household Demographics,HH Marital Status,Single
112313,LA Group H: Education Demographics,Input Ind - Education,High School
112313,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
112313,LA Group B: Household Demographics,HH Marital Status,Married
112313,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
112346,LA Group B: Household Demographics,HH Marital Status,Single
112346,LA Group H: Education Demographics,Input Ind - Education,College
112346,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
112346,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,64
112830,LA Group B: Household Demographics,HH Marital Status,Married
112830,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
112830,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
112830,LA Group H: Education Demographics,Input Ind - Education,College
112951,LA Group H: Education Demographics,Input Ind - Education,College
112951,LA Group B: Household Demographics,HH Marital Status,Married
112951,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
112951,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
113237,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
113237,LA Group B: Household Demographics,HH Marital Status,Married
113237,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
113237,LA Group H: Education Demographics,Input Ind - Education,College
113468,LA Group H: Education Demographics,Input Ind - Education,Graduate School
113468,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
113468,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
113468,LA Group B: Household Demographics,HH Marital Status,Single
113853,LA Group B: Household Demographics,HH Marital Status,Married
113853,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
113853,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
113853,LA Group H: Education Demographics,Input Ind - Education,College
114040,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
114040,LA Group B: Household Demographics,HH Marital Status,Married
114040,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,34
114040,LA Group H: Education Demographics,Input Ind - Education,Graduate School
114260,LA Group H: Education Demographics,Input Ind - Education,High School
114260,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
114260,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
114260,LA Group B: Household Demographics,HH Marital Status,Married
114425,LA Group B: Household Demographics,HH Marital Status,Married
114425,LA Group H: Education Demographics,Input Ind - Education,Graduate School
114425,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
114425,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
114557,LA Group H: Education Demographics,Input Ind - Education,Graduate School
114557,LA Group B: Household Demographics,HH Marital Status,Married
114557,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
114557,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
114843,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
114843,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
114843,LA Group B: Household Demographics,HH Marital Status,Single
114942,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
114942,LA Group H: Education Demographics,Input Ind - Education,Graduate School
114942,LA Group B: Household Demographics,HH Marital Status,Married
114942,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
115250,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
115250,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
115250,LA Group B: Household Demographics,HH Marital Status,Single
115250,LA Group H: Education Demographics,Input Ind - Education,Graduate School
115987,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,99
115987,LA Group B: Household Demographics,HH Marital Status,Married
115987,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
115987,LA Group H: Education Demographics,Input Ind - Education,Graduate School
116119,LA Group H: Education Demographics,Input Ind - Education,Graduate School
116119,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
116119,LA Group B: Household Demographics,HH Marital Status,Married
116119,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
116526,LA Group H: Education Demographics,Input Ind - Education,Graduate School
116526,LA Group B: Household Demographics,HH Marital Status,Married
116526,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
116526,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
116581,LA Group B: Household Demographics,HH Marital Status,Married
116581,LA Group H: Education Demographics,Input Ind - Education,College
116581,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
116581,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
116735,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
116735,LA Group B: Household Demographics,HH Marital Status,Married
116735,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,50
116735,LA Group H: Education Demographics,Input Ind - Education,High School
116856,LA Group H: Education Demographics,Input Ind - Education,Graduate School
116856,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
116856,LA Group B: Household Demographics,HH Marital Status,Married
116856,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,80
117131,LA Group H: Education Demographics,Input Ind - Education,College
117131,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,88
117131,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
117131,LA Group B: Household Demographics,HH Marital Status,Single
117164,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
117164,LA Group H: Education Demographics,Input Ind - Education,College
117164,LA Group B: Household Demographics,HH Marital Status,Married
117164,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
117296,LA Group H: Education Demographics,Input Ind - Education,Graduate School
117296,LA Group B: Household Demographics,HH Marital Status,Married
117296,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
117296,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,60
117417,LA Group H: Education Demographics,Input Ind - Education,Graduate School
117417,LA Group B: Household Demographics,HH Marital Status,Single
117417,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
117417,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
117439,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
117439,LA Group B: Household Demographics,HH Marital Status,Married
117439,LA Group H: Education Demographics,Input Ind - Education,High School
117439,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
117725,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,58
117725,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
117725,LA Group H: Education Demographics,Input Ind - Education,Graduate School
117725,LA Group B: Household Demographics,HH Marital Status,Single
118330,LA Group A: Gender/Age Demographics,1st Ind - Gender,Unknown
118330,LA Group H: Education Demographics,Input Ind - Education,Graduate School
118330,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
118330,LA Group B: Household Demographics,HH Marital Status,Married
118616,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,50
118616,LA Group H: Education Demographics,Input Ind - Education,College
118616,LA Group B: Household Demographics,HH Marital Status,Married
118616,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
119045,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
119045,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
119045,LA Group B: Household Demographics,HH Marital Status,Single
119111,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
119111,LA Group B: Household Demographics,HH Marital Status,Married
119111,LA Group H: Education Demographics,Input Ind - Education,Graduate School
119111,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
119166,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
119166,LA Group B: Household Demographics,HH Marital Status,Married
119166,LA Group H: Education Demographics,Input Ind - Education,College
119166,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
119254,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
119254,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
119254,LA Group B: Household Demographics,HH Marital Status,Married
119254,LA Group H: Education Demographics,Input Ind - Education,College
119507,LA Group B: Household Demographics,HH Marital Status,Married
119507,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
119507,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
119507,LA Group H: Education Demographics,Input Ind - Education,Graduate School
119826,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
119826,LA Group B: Household Demographics,HH Marital Status,Single
119826,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
119826,LA Group H: Education Demographics,Input Ind - Education,Graduate School
119969,LA Group B: Household Demographics,HH Marital Status,Single
119969,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
119969,LA Group H: Education Demographics,Input Ind - Education,High School
119969,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
119980,LA Group H: Education Demographics,Input Ind - Education,High School
119980,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
119980,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,54
119980,LA Group B: Household Demographics,HH Marital Status,Married
120156,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
120156,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,30
120156,LA Group B: Household Demographics,HH Marital Status,Married
120156,LA Group H: Education Demographics,Input Ind - Education,Graduate School
120431,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
120431,LA Group H: Education Demographics,Input Ind - Education,Graduate School
120431,LA Group B: Household Demographics,HH Marital Status,Married
120431,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
120519,LA Group H: Education Demographics,Input Ind - Education,Graduate School
120519,LA Group B: Household Demographics,HH Marital Status,Single
120519,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,70
120519,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
120541,LA Group B: Household Demographics,HH Marital Status,Married
120541,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
120541,LA Group B: Household Demographics,HH Marital Status,Married
120541,LA Group H: Education Demographics,Input Ind - Education,Graduate School
120541,LA Group H: Education Demographics,Input Ind - Education,Graduate School
120541,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
120541,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
120541,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
120629,LA Group B: Household Demographics,HH Marital Status,Single
120629,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
120629,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
120629,LA Group H: Education Demographics,Input Ind - Education,Graduate School
120871,LA Group B: Household Demographics,HH Marital Status,Married
120871,LA Group H: Education Demographics,Input Ind - Education,Graduate School
120871,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
120871,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,62
121355,LA Group B: Household Demographics,HH Marital Status,Single
121355,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
121355,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
121476,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
121476,LA Group B: Household Demographics,HH Marital Status,Married
121476,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
121476,LA Group H: Education Demographics,Input Ind - Education,High School
121894,LA Group B: Household Demographics,HH Marital Status,Married
121894,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
121894,LA Group H: Education Demographics,Input Ind - Education,Graduate School
121894,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
121916,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
121916,LA Group H: Education Demographics,Input Ind - Education,High School
121916,LA Group B: Household Demographics,HH Marital Status,Married
121916,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,82
122114,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
122114,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
122114,LA Group H: Education Demographics,Input Ind - Education,Graduate School
122114,LA Group B: Household Demographics,HH Marital Status,Married
122125,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
122125,LA Group B: Household Demographics,HH Marital Status,Married
122125,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
123126,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
123126,LA Group B: Household Demographics,HH Marital Status,Single
123126,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
123423,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
123423,LA Group H: Education Demographics,Input Ind - Education,Graduate School
123423,LA Group B: Household Demographics,HH Marital Status,Married
123423,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,68
123742,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
123742,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
123742,LA Group H: Education Demographics,Input Ind - Education,Graduate School
123742,LA Group B: Household Demographics,HH Marital Status,Single
124996,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
124996,LA Group H: Education Demographics,Input Ind - Education,High School
124996,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,74
124996,LA Group B: Household Demographics,HH Marital Status,Married
125018,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
125018,LA Group H: Education Demographics,Input Ind - Education,College
125018,LA Group B: Household Demographics,HH Marital Status,Single
125018,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
125062,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
125062,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,84
125062,LA Group H: Education Demographics,Input Ind - Education,High School
125062,LA Group B: Household Demographics,HH Marital Status,Married
125073,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,92
125073,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
125073,LA Group H: Education Demographics,Input Ind - Education,Graduate School
125073,LA Group B: Household Demographics,HH Marital Status,Married
125733,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
125733,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,66
125733,LA Group H: Education Demographics,Input Ind - Education,Graduate School
125733,LA Group B: Household Demographics,HH Marital Status,Married
125909,LA Group B: Household Demographics,HH Marital Status,Married
125909,LA Group A: Gender/Age Demographics,1st Ind - Gender,Female
125909,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,78
125909,LA Group H: Education Demographics,Input Ind - Education,High School
126041,LA Group B: Household Demographics,HH Marital Status,Married
126041,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
126041,LA Group H: Education Demographics,Input Ind - Education,Graduate School
126041,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,76
126228,LA Group H: Education Demographics,Input Ind - Education,Graduate School
126228,LA Group B: Household Demographics,HH Marital Status,Single
126228,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,90
126228,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
126712,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,52
126712,LA Group B: Household Demographics,HH Marital Status,Married
126712,LA Group H: Education Demographics,Input Ind - Education,Graduate School
126712,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
127944,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,90
127944,LA Group H: Education Demographics,Input Ind - Education,Graduate School
127944,LA Group B: Household Demographics,HH Marital Status,Married
127944,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
128076,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
128076,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,86
128076,LA Group B: Household Demographics,HH Marital Status,Married
128076,LA Group H: Education Demographics,Input Ind - Education,College
128769,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
128769,LA Group B: Household Demographics,HH Marital Status,Married
128769,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
128912,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,48
128912,LA Group B: Household Demographics,HH Marital Status,Single
128912,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
128978,LA Group B: Household Demographics,HH Marital Status,Married
128978,LA Group H: Education Demographics,Input Ind - Education,College
128978,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,70
128978,LA Group H: Education Demographics,Input Ind - Education,College
128978,LA Group B: Household Demographics,HH Marital Status,Married
128978,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,72
128978,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
128978,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
129308,LA Group A: Gender/Age Demographics,1st Ind - Age 2 yr Inc,62
129308,LA Group B: Household Demographics,HH Marital Status,Married
129308,LA Group A: Gender/Age Demographics,1st Ind - Gender,Male
129308,LA Group H: Education Demographics,Input Ind - Education,College
